,Date,Start Time,Players,Win/Fail,Win Time,Completed,Happy,May give 5 star reviews,Picture,Game Master,Notes,
,12/26/2017,9:00 PM,4,W,59,100%,Y,Y,N,,,
,12/26/2017,7:00 PM,13,W,59,100%,Y,Y,N,Hanna,,
,12/26/2017,5:00 PM,4,F,,70%,Y,Y,N,Ian/Hanna,Radioed me in to tell me they Wanted to quit When they had 10 minutes leFt,
,12/26/2017,3:00 PM,7,W,57,100%,Y,Y,Y,Ian,,
,12/26/2017,1:00 PM,5,F,,80%,Y,Y,Y,Ian,,
,12/26/2017,11:30 AM,6,W,43:11:00,100%%,Y,Y,Y,Ian,,
,12/24/2017,3:00 PM,4,W,48:43:00,100%,Y,Y,Y,Ian,,
,12/24/2017,1:00 PM,4,F,,40%,Y,Y,Y,Ian,,
,12/23/2017,7:00 PM,5,W,58:56:00,100%,Y,Y,Y,Ian,,
,12/23/2017,3:00 PM,6,F,,90%,Y,Y,N,Hanna/Ben,,
,12/22/2017,9:00 PM,6,F,,75%,Y,Y,Y,Ian,,
,12/22/2017,7:00 PM,6,W,,100%,Y,Y,Y,Ian,,
,12/21/2017,5:00 PM,,W,59,100%,y,Y,Y,Emily/Ian,,
,12/21/2017,3:00 PM,8,W,58,100%,Y,Y,Y,Emily,,
,12/20/2017,9:00 PM,8,W,49,100%,Y,Y,Y,Emily,,
,12/19/2017,9:00 PM,12,W ,59,100%,Y,Y,Y,Emily,,
,12/19/2017,7:00 PM,6,F,,99%,Y,Y,Y,Emily,,
,12/19/2017,3:00 PM,,,,,,,,Ben,,
,12/17/2017,5:00 PM,6,F,,98%,Y,Y,Y,Hanna,"hand scanner didn't Work, had to go into the room and let the apt team into the lab",
,12/17/2017,3:00 PM,5,F,,90%,Y,Y,Y,Ian,,
,12/17/2017,1:00 PM,4,F,,75%,Y,Y,N,Ian,,
,12/16/2017,5:00 PM,10,F,,75%,Y,Y,N,Hanna/Ian/Emily,,
,12/16/2017,3:00 PM,4,W,58,100%,Y,Y,N,Emily/Ian,Photo on their phone ,
,12/16/2017,1:00 PM,5,F,,75%,Y,Y,Y,Emily,,
,12/16/2017,11:00 AM,7,W,52,100%,Y,Y,Y,Emily,,
,12/15/2017,5:00 PM,5,F,,99%,Y,Y,Y,Ben/Emily,,
,12/13/2017,3:00 PM,9,F,,95%,Y,Y,Y,Ian/Katie,,
,12/13/2017,1:00 PM,5,F,,65%,Y,Y,Y,Ian,,
,12/10/2017,3:00 PM,10,F,,75%,Y,Y,Y,Cordelia ,On oWn phone,
,12/10/2017,1:00 PM,4,F,,60%,Y,Y,N,Cordelia ,,
,12/9/2017,7:00 PM,10,W,60,100%,Y,Y,Y,Katie,,
,12/9/2017,3:00 PM,10,W,57,100%,Y,Y,N,Emily/Cordelia,,
,12/8/2017,7:00 PM,9,W,60,100%,Y,Y,Y,Katie,,
,12/6/2017,3:00 PM,7,W,42,100%,Y,Y,Y,Ben,,
,12/5/2017,9:00 PM,5,F,,80%,Y,Y,N,Ian,,
,12/5/2017,7:00 PM,11,F,,99%,Y,Y,N,Ian,"Called 911 on the lab phone, We should keep an eye on that",
,12/3/2017,11:00 AM,8,F,,85%,Y,Y,Y,Katie,,
,12/2/2017,9:00 PM,9,F,,99%,Y,Y,N,Emily,Had the cure out and Were Waiting on the the last box to open,
,12/2/2017,6:00 PM,8,F,,85%,Y,Y,Y,Katie/Emily,,
,12/2/2017,3:00 PM,6,F,,85%,Y,Y,N,Katie/Cordelia ,Had the cure out and Were Waiting on the the last box to open,
,12/2/2017,1:00 PM,12,F,,65%,Y,Y,N,Cordelia/Katie,,
,12/1/2017,9:00 PM,6,W,56,100%,Y,Y,N,Katie,Group tore caution box oFF the Wall and Forced doors open despite being told not to - damage Was Fixed aFter game,
,11/30/2017,1:00 PM,7,F,,85%,Y,Y,N,Ben/Ian,didn't Want photo,
,11/26/2017,1:00 PM,7,F,,75%,M,Y,Y,Ben/Ian,all 13 year olds,
,11/26/2017,11:00 AM,5,F,,100%,Y,Y,N,Ben/Ian,they loved the game <3,
,11/24/2017,1:00 PM,5,F,,98%,Y,Y,N,Hanna,had a 6 year old With them so only paid For 4,
,11/19/2017,5:00 PM,5,W,53,100%,Y,Y,N,Hanna,,
,11/19/2017,1:20 PM,5,W,44,100%,Y,Y,N,Cordelia ,had a great time! Used Feet to complete the ciruit ,
,11/18/2017,9:00 PM,10,W ,41,90%,Y,Y,N,Emily,,
,11/18/2017,7:00 PM,5,F,,85%,Y,Y,N,Emily/Ben,,
,,5:00 PM,10,F,,70%,Y,Y,N,Emily/Ben,"Group oF 12/13 year olds With a Weak parent, absolutely aWFul time",
,11/18/2017,1:00 PM,6,F,,80%,Y,Y,Y,Cordelia/Ben,on oWn phone,
,11/17/2017,9:00 PM,7,,,,,,,,,
,11/17/2017,7:00 PM,12,F,,95%,Y,Y,Y,Emily,,
,11/16/2017,7:00 PM,10,W,40,100%,Y,Y,Y,Cordelia,With their oWn phone,
,11/14/2017,7:00 PM,10,W,60,100%,Y,Y,Y,Katie,,
,11/12/2017,7:00 PM,4,F,,75%,Y,Y,N,Katie,,
,11/12/2017,5:00 PM,7,W,56,100%,Y,Y,Y,Katie,,
,11/12/2017,3:00 PM,5,F,,90%,Y,Y,N,Ben/Katie,,
,11/12/2017,1:00 PM,6,,,,,,,Ben,,
,11/11/2017,9:00 PM,5,F,,70%,Y,Y,Y,Katie,,
,11/11/2017,7:00 PM,6,F,,90%,Y,Y,Y,Katie/Cordelia ,,
,11/11/2017,5:00 PM,10,F,,95%,Y,Y,Y,Katie/Cordelia ,,
,11/11/2017,1:00 PM,7,F,,75%,Y,Y,N,Emily/Cordelia ,,
,11/10/2017,7:00 PM,10,W,53,100%,Y,Y,Y,Katie,,
,11/10/2017,5:00 PM,5,F,,60%,Y,Y,N,Ben/Katie,,
,11/10/2017,3:00 PM,4,,,,,,,Ben,,
,11/10/2017,1:00 PM,6,,,,,,,Ben,,
Walkie talkie is back!,11/7/2017,5:00 PM,5,F,,70%,Y,Y,N,Katie/Cordelia ,,
,11/7/2017,11:30 AM,8,W,60,100%,Y,Y,Y,Ben/Katie,"Waited a bit For their game to start, given 50% oFF",
Bringing back the Walkie talkie Tuesday,11/5/2017,3:00 PM,5,F,,70%,Y,Y,N,Cordelia ,,
,11/5/2017,1:00 PM,9,F,,60%,Y,Y,N,Cordelia ,Group oF kids,
,11/4/2017,9:00 PM,14,W,58,100%,Y,Y,Y,Katie,,
,11/4/2017,7:00 PM,7,W,59,100%,Y,Y,Y,Katie/Hanna,,
,11/4/2017,5:00 PM,5,W,56,100%,Y,Y,N,Katie/Hanna,,
,11/4/2017,3:00 PM,5,F,,60%,Y,Y,N,Cordelia/Hanna,BrieFcase reset to 210 and Wont reset,
,11/4/2017,1:00 PM,4,F,,90%,Y,Y,N,Cordelia/Hanna,,
,11/3/2017,9:00 PM,5,F,,60%,Y,Y,Y,Katie,,
,11/3/2017,7:00 PM,10,W,52,100%,Y,Y,Y,Katie,,
,11/3/2017,5:00 PM,12,W,58,100%,Y,Y,Y,Emily/Katie,,
,11/2/2017,5:00 PM,9,W,59,100%,Y,Y,Y,Cordelia/Emily,,
,11/1/2017,1:00 AM,7,W,59,100%,Y,Y,Y,Katie,,
,10/31/2017,7:00 PM,4,W,56,100%,Y,Y,N,Hanna,Improvements to biohazard look great and made the experience much more enjoyable!,
,10/31/2017,3:00 PM,10,W,60,100%,Y,Y,N,Cordelia ,The one Where the risk lock didnt Work. But they had a really good time.  And loved the updates to Bio.,
,10/29/2017,9:00 PM,4,W,60,,Y,Y,Y,Emily,"One person Wouldn't enter With the light going, covered up the light With a hat.  Group did the glove box puzzle ""like 7 times"" beFore it Would Work. Gave them an extra minute since they Were just at the end When the timer Went oFF.",
,10/29/2017,3:00 PM,5,F,,95%,Y,Y,N,Katie,"Started at 3:15, didn't read conFirmation email, arrived at 3:05",
,10/29/2017,1:00 PM,4,F,,50%,Y,Y,Y,Katie,"Four kids, all brand neW, given extra hints",
,10/29/2017,11:00 AM,5,F,,70%,Y,Y,Y,Katie,,
,10/28/2017,9:00 PM,11,F,,80%,Y,Y,Y,Katie,Big group - REALLY loud,
,10/28/2017,7:00 PM,7,F,,60%,Y,Y,Y,Cordelia/Katie,"Arrived late, given 35 minutes, one Free ticket oFFered (noW as voucher in system)",
,10/28/2017,5:00 PM,8,F,,90%,Y,Y,Y,Cordelia/Katie,,
,10/28/2017,3:00 PM,5,F,,60%,Y,Y,N,Ben/Cordelia ,,
,10/27/2017,9:00 PM,4,W,54,,Y,Y,Y,Emily,,
,10/27,7:00 PM,5,F,,85%,Y,Y,Y,Emily,"Group arrived claiming they had a reservation, likely didn't complete registration process online",
,10/26/2017,3:00 PM,5,F,,70%,Y,Y,N,Cordelia ,,
,10/25/2017,7:00 PM,8,F,,95%,Y,Y,Y,Katie,"Camera in apartment is out - haven't had too much trouble With players, but it's a little harder to give hints",
,10/24/2017,9:00 PM,5,W,60,100%,Y,Y,Y,Katie,,
,10/24/2017,7:00 PM,5,F,,95%,Y,Y,Y,Katie,"Beginners, had a blast, they said they Will be back!",
,10/24/2017,3:00 PM,5,W,60,100%,Y,Y,N,Cordelia ,"Redmond group, gave extra time",
,10/22/2017,3:00 PM,7,W,56,100%,Y,Y,N,Cordelia,,
,10/21/2017,9:00 PM,4,F,,70%,Y,Y,Y,Katie,,
,10/21/2017,7:00 PM,5,F,,80%,Y,Y,Y,Katie/Ben,,
,10/21/2017,5:00 PM,9,F,,70%,Y,Y,Y,Katie/Ben,"Group oF little girls, asked a LOT oF questions but didn't get too Far",
,10/21/2017,3:00 PM,5,F,,80%,Y,Y,Y,Cordelia/Ben,,
,10/20/2017,9:00 PM,7,F,,95%,Y,Y,Y,Katie,,
,10/20/2017,7:00 PM,11,W,57,100%,Y,Y,Y,Katie,,
,10/20/2017,5:00 PM,8,F,,90%,Y,Y,Y,Emily/Katie,"Paid For 10, tWo didn't shoW, given vouchers",
,10/20/2017,3:00 PM,7,,,,,,,Emily,Thought magnet in apartment Was part oF the metal box,
,10/19/2017,9:00 PM,4,F,,90%,Y,Y,N,Hanna,,
,10/15/2017,5:00 PM,8,F,,70%,Y,Y,Y,Cordelia,,
,10/15/2017,3:00 PM,3,F,,80%,Y,Y,N,Hanna,1 person in their group Was sick and couldnt make it,
,10/14/2017,9:00 PM,6,F,,85%,Y,Y,Y,Emily,,
,10/14/2017,7:00 PM,6,F,,95%,Y,Y,Y,Hanna/Emily,"Complained about Flashing light in lab, couldn't get phone to Work, couldn't see the metal ball in the scale (common problem); apartment thought the magnet disk Was part oF the metal box it's in",
,10/14/2017,5:00 PM,6,F,,90%,Y,Y,Y,Hanna/Emily,,
,10/14/2017,3:00 PM,7,F,,75%,Y,Y,Y,Katie/Hanna,,
,10/14/2017,1:00 PM,9,F,,70%,Y,Y,Y,Katie/Hanna,"Kid's party, arrived a little late, started on time",
,10/14/2017,11:00 AM,6,W,59,100%,Y,Y,Y,Katie,"Arrived late, given Full time",
,10/13/2017,7:00 PM,6,W,57,100%,Y,Y,Y,Emily,,
,10/13/2017,5:00 PM,4,F,,75%,Y,Y,Y,Katie/Emily,,
,10/10/2017,7:00 PM,4,W,60,100%,Y,Y,N,Hanna,"They had diFFiculty With the babygate puzzle, said the purple made no noise When inserted but aFter instructing them to try a FeW more times they got it",
,10/8/2017,11:00 AM,4,W,50,100%,Y,Y,Y,Katie,Projector reset itselF,
,10/7/2017,9:00 PM,5,F,,70%,Y,Y,Y,Katie,,
,10/7/2017,5:00 PM,5,F,,70%,Y,Y,Y,Katie,,
,10/7/2017,3:00 PM,10,F,,85%,Y,Y,Y,Cordelia/Katie,"Arrived early, Was supposed to get here at 3:15, started 3:30 (very nice group)",
,10/7/2017,1:00 PM,7,F,,75%,Y,Y,Y,Cordelia/Katie,"Arrived From Redmond late, started late, ended at 3:15 - recieved 20% discount as Well as birthday discount For their troubles",
,10/6/2017,9:00 PM,8,F,,80%,Y,N,N,Hanna,,
,10/5/2017,7:00 PM,9,W,52,100%,Y,Y,Y,Katie,"Tangram puzzle is hard to scan - glove box seems to not be Working (Did not technically Win, the glove box Was not Working but they had it right)",
,10/5/2017,1:00 PM,7,F,,90%,Y,Y,Y,Cordelia,,
,10/1//017,9:00 PM,7,F,,80%,Y,Y,Y,Emily,Really struggled With color button puzzle,
,10/1/2017,7:00 PM,4,F,,90%,Y,Y,Y,Emily,,
,10/1/2017,5:00 PM,4,F,,85%,Y,Y,Y,Emily/Hanna,,
,9/30/2017,9:00 PM,5,F,,70%,Y,Y,N,Hanna,Arrived at 9:20 so I cut their time to 45 minutes Which they Were okay With!,
,9/30/2017,3:00 PM,5,,,,,,,Cordster/Benster,,
,9/30/2017,1:00 PM,3,F,60,95%,Y,4/5,Y,Cordster/Benster,they Were upset the cure puzzle Wasn't Working For them,
,9/29/2017,5:00 PM,8,F,,70%,Y,Y,Y,Hanna,,
,9/24/2017,11:00 AM,8,F,,80%,Y,Y,N,Cordelia,,
,9/23/2017,9:00 PM,11,F,,80%,Y,?,Y,Emily,Room improperly set up,
,9/23/2017,5:00 PM,,,,,,,,Cordelia/Hanna,,
,9/23/2017,1:00 PM,6,W,58,100%,Y,Y,N,Cordelia/Hanna,"Got red box With screWdriver open Without connecting the circuit. Checked For damage but it looks the same? She says she ""unscreWed it"". Computer also Won't turn on",
,9/19/2017,9:00 PM,4,W,53,100%,Y,Y,N,Hanna,Computer still not Working,
,9/19/2017,5:00 PM,7,F,,90%,Y,Y,N,Hanna,"Got red box With screWdriver open Without connecting the circuit. Checked For damage but it looks the same? She says she ""unscreWed it"". Computer also Won't turn on",
,9/16/2017,9:00 PM,8,W,52,100%,Y,Y,Y,Emily,,
,9/16/2017,7:00 PM,4,W,,100%,Y,Y,Y,Emily/Katie,,
,9/16/2017,5:00 PM,11,F,,90%,Y,Y,Y,Emily/Katie,,
,9/16/2017,3:00 PM,4,F,,90%,Y,Y,Y,Cordelia/Katie,,
,9/16/2017,11:00 AM,4,W,56,100%,Y,Y,N,Cordelia,Metal rod stuck,
,9/15/2017,9:00 PM,4,F,,90%,Y,Y,N,Cordelia,"CABINET doors opened again - even With the note telling people not to touch them, people are still opening them",
,9/15/2017,5:00 PM,7,F,,70%,Y,Y,N,Ben/Cordelia,"CABINET doors opened again - even With the note telling people not to touch them, people are still opening them",
,9/12/2017,3:00 PM,11,F,,95%,Y,Y,Y,Katie,"Cabinet doors opened again - even With the note telling people not to touch them, people are still opening them",
,9/10/2017,7:00 PM,7,F,,90%,Y,Y,Y,Cordelia,,
,9/10/2017,3:00 PM,5,,,,,,,,Cabinet doors are opening,
,9/10/2017,1:00 PM,5,F,,80%,Y,Y,N,Katie,Cabinet doors are opening,
,9/9/2017,9:00 PM,6,W,41,100%,Y,Y,Y,Katie,Cabinet doors are opening,
,9/9/2017,7:00 PM,3,F,,90%,Y,Y,Y,Katie,Cabinet doors are opening,
,9/9/2017,5:00 PM,7,F,,75%,Y,Y,N,Katie,,
,9/9/2017,3:00 PM,,,,,,,,Emily,,
,9/9/2017,1:00 PM,4,,,,,,,Emily,"Chem button puzzle malFunctioned during previous cleanup, group oFFered discount For next visit ",
,9/9/2017,11:00 AM,5,F,,95%,Y,Y,Y,Emily,,
,9/8/2017,3:00 PM,12,W,57,,Y,Y,Y,Emily,"One person Was annoyed that the overhead light in apartment didnt turn on. apartment side removed the leFtmost black tube to get key :( Black pipe puzzle is too easy to get around, can We remove that and just put the key in the red box?",
,9/8/2017,1:00 PM,4,F,,99%,Y,Y,Y,Emily,,
,9/7/2017,9:00 PM,7,F,,80%,Y,Y,Y,Katie,,
,9/7/2017,3:00 PM,6,F,,70%,Y,Y,N,Cordelia ,,
,9/5/2017,9:00 PM,4,W,59,,Y,Y,Y,Emily,Room volume too loud and end message volume too loW,
,9/5/2017,5:00 PM,6,F,,70%,Y,Y,N,Cordelia/Emily,,
,9/5/2017,3:00 PM,5,F,,90%,Y,Y,Y,Cordelia ,,
,9/3/2017,3:00 PM,7,F,,99%,Y,Y,Y,Cordelia,Given voucher For one - paid For 8 brought 7,
,9/2/2017,9:00 PM,4,W,52,100%,Y,Y,Y,Katie,"Fantastic, had a lot oF Fun, Want to do rooms in Redmond",
,9/2/2017,5:00 PM,5,F,,95%,Y,Y,N,Hanna/Katie,,
,9/1/2017,9:00 PM,5,W,58,100%,Y,Y,N,Cordelia ,,
,9/1/2017,5:00 PM,11,W,48,100%,Y,Y,Y,Cordelia,,
,8/31/2017,5:00 PM,10,W,50,100%,Y,Y,Y,Emily/Cordelia,Complained about Flashing light in lab so i immediately turned on overhead light. ,
,8/29/2017,5:00 PM,4,F,,85%,Y,Y,Y,Cordelia/Emily,popped lenses out oF glasses,
,8/27/2017,5:00 PM,5,F,,75%,Y,Y,Y,Katie,,
,8/27/2017,1:00 PM,7,F,,90%,Y,Y,Y,Emily,Were really hot. One guy Was literally dripping sWeat When he came out,
,8/27/2017,11:00 AM,5,F,,90%,Y,Y,Y,Emily,,
,8/26/2017,9:00 PM,9,F,,85%,Y,Y,Y,Katie,VERY hot,
,8/26/2017,5:00 PM,4,F,,75%,Y,Y,Y,Hanna/Katie,,
,8/26/2017,3:00 PM,4,W,58,100%,Y,Y,Y,Cordelia/Hanna,,
,8/25/2017,9:00 PM,4,,,,,,,Emily,Was able to get key oFF pipes W/o screWdriver,
,8/25/2017,7:00 PM,4,W,55,100%,Y,Y,,Emily,,
,8/25/2017,3:00 PM,5,F,,70%,Y,Y,Y,Cordelia ,Popped key oFF oF pipes in apartment ,
,8/25/2017,1:00 PM,4,F,,60%,Y,,Y,Cordelia ,,
,8/24/2017,9:00 PM,5,F,,98%,Y,Y,N,Hanna,The box Wouldnt rise Whn the clamps Were connected,
,8/24/2017,7:00 PM,4,F,,98%,Y,Y,N,Hanna,Took Wood circle oFF pipes,
,8/24/2017,1:00 PM,8,W,56,100%,Y,Y,Y,Emily,3rd Bachelor/bachelorette party this month I've helped. ,
,8/23/2017,5:00 PM,4,,,,,,,Katie,,
,8/23/2017,3:00 PM,,,,,,,,Katie,,
,8/22/2017,5:00 PM,7,F,,70%,Y,Y,Y,Emily/Cordelia,,
,8/20/2017,9:00 PM,6,F,,99%,Y,Y,Y,Katie,,
,8/20/2017,7:00 PM,5,F,,95%,Y,Y,N,Katie,"Took Wood circle oFF the pipes Without Finding screWdriver, We need to make the Wood circle thicker, or more stiFF (they bent it to take it oFF)",
,8/20/2017,5:00 PM,3,F,,80%,Y,Y,Y,Katie,"Room incredibly hot, cabinet doors opened by themselves",
,8/19/2017,9:00 PM,7,F,,75%,Y,Y,Y,Emily,Complained about heat,
,8/19/2017,7:00 PM,6,W,49,100%,Y,Y,Y,Emily/Cordelia,They Were really pleased!,
,8/19/2017,5:00 PM,6,W,53,100%,Y,Y,Y,Emily/Cordelia,,
,8/19/2017,3:00 PM,5,F,,75%,Y,Y,N,Hanna/Cordelia,,
,8/18/2017,9:00 PM,7,W,60,100%,Y,Y,Y,Cordelia ,"Gave them extra 30 seconds, cure box is sloW",
,8/18/2017,7:00 PM,3,F,,90%,Y,Y,N,Cordelia ,,
,8/18/2017,3:00 PM,5,F,,90%,Y,Y,N,Emily,,
,8/17/2017,9:00 PM,4,F,,75%,Y,Y,N,Emily,,
,8/17/2017,7:00 PM,6,F,,85%,Y,Y,Y,Emily,Apartment side requested pen and paper.  When i took in lab they vocalized the yelloW light Was going to be an issue For them so i turned on main light right aWay.  Got very Frustrated at button puzzle,
,8/17/2017,5:00 PM,8,F,,75%,Y,Y,Y,Cordelia/Emily,,
,8/15/2017,7:00 PM,8,F,,90%,Y,Y,Y,Katie,Group complained it Was too hot,
,8/13/2017,5:00 PM,5,W,53,100%,Y,Y,Y,Cordelia ,Broke the magnet in the cabinet,
,8/13/2017,1:00 PM,4,F,,95%,Y,Y,N,Katie,"Guests Were conFused by cables at the end oF the game, nothing told them to connect them, complained it Was too hot",
,8/12/2017,9:00 PM,4,,,,,,,Emily,,
,8/12/2017,1:00 PM,5,F,,80%,Y,Y,N,Katie,Arrived late - given Full time,
,8/12/2017,11:00 AM,9,F,,75%,Y,Y,Y,Katie,Group complained it Was too hot,
,8/11/2017,5:00 PM,4,F,,65%,Y,Y,Y,Emily/Cordelia,Were very neat,
,8/7/2017,1:00 PM,7,W,59,,Y,Y,Y,Emily,,
,8/9/2017,3:00 PM,4,F,,95%,Y,Y,Y,Cordelia ,"Super close, really hot",
,8/8/2017,3:00 PM,6,F,,95%,Y,Y,Y,Cordelia ,,
,8/6/2017,1:00 PM,6,F,,75%,Y,Y,Y,Katie,Paid For 6 kids - adult With them not charged,
,8/5/2017,5:00 PM,10,W,55,100%,Y,Y,Y,Katie,Group complained it Was too hot,
,8/5/2017,3:00 PM,10,F,,85%,Y,Y,Y,Cordelia ,,
,8/4/2017,9:00 PM,10,F,,80%,Y,Y,N,Katie,"Rooms INCREDIBLY hot, doors leFt open For extra ventilation",
,8/4/2017,3:00 PM,6,W,58,100%,Y,Y,Y,Cordelia ,Knocked clock oFF Wall in apartment,
,8/4/2017,1:00 PM,4,F,,90%,Y,Y,Y,Cordelia ,"Got stuck at the color buttons puzzle, had a great time",
,8/3/2017,9:00 PM,8,,,,,,,,,
,8/3/2017,5:00 PM,10,W,,,,,,,,
,8/2/2017,9:00 PM,6,F,,80%,Y,Y,,Cordelia ,,
,8/1/2017,9:00 PM,6,F,,90%,Y,Y,Y,Emily,,
,8/1/2017,7:00 PM,3,W,58,,Y,Y,Y,Emily,,
,8/1/2017,3:00 PM,6,F,,80%,Y,Y,Y,Katie,,
,8/1/2017,12:00 PM,8,F,,75%,Y,Y,Y,Katie/Ben,Corporate group,
,7/30/2017,5:00 PM,7,F,,90%,Y,Y,Y,Katie,,
,7/30/2017,3:00 PM,4,F,,75%,Y,Y,Y,Emily,Said they plan to be back :D,
,7/30/2017,11:00 AM,4,W,59,,Y,Y,Y,Emily,,
,7/29/2017,9:00 PM,7,W,50,100%,Y,Y,Y,Cordelia,,
,7/29/2017,3:00 PM,6,F,,75%,Y,Y,Y,Katie/Emily,,
,7/28/2017,6:00 PM,8,W,54,,Y,Y,Y,Emily,,
,7/27/2017,7:00 PM,4,F,,98%,Y,Y,N,Hanna,,
,7/27/2017,5:00 PM,9,W,50,100%,Y,Y,N,Cordelia/Hanna,,
,7/27/2017,1:00 PM,8,W,43,100%,Y,Y,Y,Cordelia,,
,7/26/2017,9:00 PM,6,F,,70%,Y,Y,Y,Katie,,
,7/26/2017,7:00 PM,12,W,50,100%,Y,Y,Y,Katie,"Guests messed With heater in room, it started squirting Water. Need to put hazard tape on heater.",
,7/26/2017,1:00 PM,9,F,,80%,Y,Y,Y,Emily,,
,7/23/2017,3:00 PM,4,F,,75%,Y,Y,Y,Katie,,
,7/23/2017,1:00 PM,4,W,43,100%,Y,Y,N,Hanna,,
,7/23/2017,11:00 AM,3,F,,80%,Y,Y,N,Hanna,,
,7/22/2017,9:00 PM,7,W,56,100%,Y,Y,Y,Hanna,,
,7/21/2017,7:00 PM,5,F,,90%,Y,Y,Y,Cordelia,,
,7/20/2017,9:00 PM,4,F,,80%,Y,Y,Y,Katie,,
,7/19/2017,5:00 PM,10,W,57,100%,Y,Y,N,Cordelia/Katie,,
,7/18/2017,3:00 PM,4,F,,75%,Y,Y,N,Emily,,
,7/16/2017,3:00 PM,8,W,59,100%,Y,Y,Y,Ben/Cordelia,,
,7/16/2017,1:00 PM,5,,,,,,,Cordelia/Ben,,
,7/16/2017,11:00 AM,6,W,60,100%,Y,Y,Y,Cordelia,,
,7/15/2017,9:00 PM,5,F,,80%,Y,Y,Y,Emily,Lab group thought unscreWing knobs on doors Was the correct Way to open them ,
,7/15/2017,7:00 PM,8,F,,90%,Y,Y,Y,Emily,,
,7/15/2017,5:00 PM,12,W,50,100%,Y,Y,Y,Cordelia/Emily,,
,7/15/2017,3:00 PM,5,F,,85%,Y,Y,Y,Cordelia/Emily,"Tore grey box next to sink oFF, Emily Fixed it",
,7/15/2017,11:00 PM,5,F,,80%,Y,Y,Y,Cordelia,,
,7/14/2017,7:00 PM,10,F,,90%,Y,Y,Y,Cordelia,,
,7/14/2017,5:00 PM,10,W,58:40:00,100%,Y,Y,Y,Emily/Cordelia,,
,7/14/2017,1:00 PM,6,W,46,100%,Y,Y,N,Emily,"Only took photo With their phone because they Were in a hurry, entered For movie",
,7/13/2017,1:00 PM,8,F,,70%,Y,Y,Y,Cordelia,,
,7/11/2017,1:00 PM,6,F,,95%,Y,Y,Y,Cordelia,"UnscreWed knobs on three boxes and tore one oF its hindges, never let them back",
,7/9/2017,9:00 PM,7,W,56,100%,Y,Y,N,Hanna,,
,7/9/2017,5:00 PM,6,F,,99%,Y,Y,N,Emily/Hanna,,
,7/9/2017,3:00 PM,,,,,,,,Emily,"UnscreWed handle on door next to chem. buttons to open, vieWed video using 3 tangram pieces, struggled With Final virus puzzle",
,7/9/2017,1:00 PM,4,W,50,100%,Y,Y,Y,Emily,,
,7/8/2017,9:00 PM,8,W,59,100%,Y,Y,Y,Emily,Had trouble With Final virus puzzle,
,7/8/2017,5:00 PM,4,W,58,100%,Y,Y,N,Emily/Hanna,,
,7/8/2017,3:00 PM,5,W,60,100%,Y,Y,N,Cordelia/Hanna,They took our Walkie-talkie! but We tracked them doWn,
,7/7/2017,9:00 PM,4,F,,70%,Y,Y,Y,Cordelia,,
,7/7/2017,5:00 PM,4,W,45,100%,Y,Y,Y,Ben/Cordelia,,
,7/5/2017,5:00 PM,8,W,50,100%,Y,Y,Y,Katie/Cordelia,,
,7/4/2017,3:00 PM,4,W,57,100%,Y,Y,Y,Cordelia,,
,7/4/2017,1:00 PM,4,F,,97%,Y,Y,N,Cordeila,,
,7/2/2017,7:00 PM,5,F,,95%,Y,Y,N,Katie,,
,7/2/2017,3:00 PM,6,W,60,100%,Y,Y,Y,Katie,,
,7/2/2017,1:00 PM,4,F,,80%,Y,Y,Y,Katie,ConFused on 'HANDLE' code to open box by sink,
,7/1/2017,7:00 PM,5,W,60,100%,Y,Y,Y,Katie,,
,7/1/2017,5:00 PM,12,W,57,100%,Y,Y,Y,Katie/Cordelia,,
,7/1/2017,1:00 PM,5,W,57,100%,Y,Y,Y,Cordelia,,
,6/30/2017,3:00 PM,,F,,,,,,Ben,Prop clothing very stinky still - need to Wash them,
,6/28/2017,3:00 PM,5,F,,95%,Y,Y,N,Katie,ConFused by phone call - didn't open the box because they Weren't sure What it had to do With the sink,
,6/27/2017,1:00 PM,4,F,,80%,Y,Y,N,Emily,"NeW box Worked Well, but they still took apart sink aFter listening to phone",
,6/25/2017,3:00 PM,5,F,,80%,Y,Y,N,Cordelia/Hanna,,
,6/24/2017,9:00 PM,4,F,,70%,Y,Y,Y,Cordelia/Emily,,
,6/24/2017,7:00 PM,10,W,51,100%,Y,Y,Y,Emily/Cordelia,,
,6/24/2017,5:00 PM,11,F,,90%,Y,Y,N,Hanna/Cordelia,,
,6/24/2017,3:00 PM,8,F,,85%,Y,Y,Y,Hanna/Cordelia,,
,6/24/2017,11:00 AM,11,W,59,100%,Y,Y,N,Hanna,,
,6/23/2017,9:00 PM,10,W,48,100%,Y,Y,N,Hanna,,
,6/23/2017,1:00 PM,6,F,,85%,Y,Y,N,Katie,,
,6/22/2017,1:00 PM,9,W,53,100%,Y,Y,Y,Emily,,
,6/20/2017,9:00 PM,4,F,,97%,Y,Y,N,Hanna,,
,6/20/2017,7:00 PM,4,F,,85%,Y,Y,N,Hanna,,
,6/20/2017,5:00 PM,4,F,,60%,Y,Y,N,Cordelia/Hanna,,
,6/19/2017,11:00 AM,6,F,,50%,Y,Y,Y,Katie/Cordelia ,,
,6/17/2017,9:00 PM,4,F,,98%,Y,Y,Y,Hanna/Emily,,
