,Date Played,Start Time,Players,Win/Fail,Win Time,Completion,Happy,May give 5 star review,Picture,Game master,Notes,
,12/16/2017,3:00 PM,6,F,,50,Y,Y,Y,Emily/Ian,,
,12/16/2017,11:00 AM,10,W,45,100,Y,Y,Y,Emily,,
,12/15/2017,9:00 PM,9,W,57,100,Y,Y,Y,Emily,,
,12/15/2017,5:00 PM,4,F,,70,Y,Y,Y,Emily/Ben,,
,12/14/2017,3:00 PM,7,W,48,100,Y,Y,Y,Cordelia ,,
,12/13/2017,4:00 PM,9,F,,80,Y,Y,Y,Ian/Katie,Died at bomb,
,12/13/2017,1:00 PM,4,F,,50,Y,Y,Y,Ian,,
,12/12/2017,5:00 PM,5,W,58,100,Y,Y,Y,Ian,,
,12/10/2017,5:00 PM,4,F,,90,Y,Y,Y,Katie,,
,12/9/2017,7:00 PM,8,F,,80,Y,Y,Y,Katie,,
,12/8/2017,9:00 PM,10,F,,70,Y,Y,Y,Katie,,
,12/8/2017,7:00 PM,6,F,,70,Y,Y,N,Katie,,
,12/6/2017,9:00 PM,9,W,55,100,Y,Y,Y,Ian,,
,12/6/2017,7:00 PM,4,F,,50,Y,Y,N,Ian,,
,12/5/2017,9:00 PM,5,F,,50,Y,Y,N,Ian,Said they Want to come back to try again,
,12/3/2017,11:00 AM,7,F,,70,Y,Y,Y,Katie,,
,12/2/2017,9:00 PM,11,F,,95,Y,Y,N,Emily,,
,12/2/2017,6:00 PM,9,F,,99,Y,Y,Y,Katie/Emily,Were Working on getting the last key out oF the maze When the timer ran out,
,12/1/2017,7:00 PM,6,F,,50,Y,Y,N,Katie,,
,11/30/2017,3:00 PM,7,W,59,100,Y,Y,Y,Ian/Ben,,
,11/30/2017,1:00 PM,7,F,,90,Y,Y,N,Ian/Ben,,
,11/29/2017,7:00 PM,8,W,49,100,Y,Y,,Cordelia ,,
,11/28/2017,1:00 PM,4,F,,100,Y,Y,Y,Ian/Cordelia ,"Gave extra time to Finish, but not a Win",
,11/26/2017,1:00 PM,7,F,,100,Y,Y,N,Ben/Ian,"They enjoyed it, Forgot bomb timer.",
,11/22/2017,9:00 PM,6,F,,95,Y,Y,N,Cordelia ,,
,11/22/2017,5:00 PM,10,W,50,100,Y,Y,N,Ben/Cordelia ,1 baby,
,11/21/2017,1:30 PM,8,W,47,100,Y,Y,N,Cordelia ,,
,11/19/2017,7:00 PM,9,W,52,100,Y,Y,N,,,
,11/19/2017,3:00 PM,3,F,,60,Y,Y,N,Cordelia ,"Walk-in, had Fun.",
,11/19/2017,11:00 AM,6,W,60,100,Y,Y,Y,Cordelia ,,
,11/18/2017,7:00 PM,6,F,,95,y,Y,Y,Emily/Ben,,
,11/18/2017,5:00 PM,4,F,,75,Y,Y,Y,Emily/Ben,,
,11/18/2017,3:00 PM,1,F,,60,Y,Y,Y,Cordelia/Ben,On oWn phone,
,11/17/2017,7:00 PM,4,F,,70,Y,Y,Y,Emily,,
,11/16/2017,9:00 PM,4,F,,75,Y,Y,Y,Cordelia ,,
,11/12/2017,3:00 PM,4,F,,80,Y,Y,Y,Ben/Katie,,
,11/12/2017,1:00 PM,4,,,,,,,Ben,,
,11/11/2017,7:00 PM,10,F,,60,Y,Y,N,Cordelia/Katie,,
,11/11/2017,5:00 PM,12,F,,90,Y,Y,Y,Cordelia/Katie,,
,11/11/2017,1:00 PM,4,F,,65,Y,Y,Y,Emily/Cordelia,,
,11/10/2017,9:00 PM,6,F,,70,Y,Y,Y,Katie,,
,11/10/2017,7:00 PM,7,F,,90,Y,Y,Y,Katie,"Pulled door oFF hinge despite opening brieFcase and unlocking lock, I put an updated sign that's hopeFully more noticable so this doesn't happen again >:0",
,11/10/2017,5:00 PM,6,F,,70,Y,Y,Y,Ben/Katie,"Pulled door oFF hinge, did not open brieFcase beFore they pulled door oFF, should not have made it to the bomb room",
,11/10/2017,3:00 PM,4,,,,,,,Ben,,
,11/10/2017,1:00 PM,6,,,,,,,Ben,,
,11/9/2017,1:00 PM,5,F,,,Y,Y,N,Cordelia ,,
,11/7/2017,11:30 AM,8,W,60,100,Y,Y,Y,Ben/Katie,"Waited a bit For their game to start, given 50 oFF",
,11/5/2017,3:00 PM,6,W,57,100,Y,Y,Y,Cordelia,,
,11/5/2017,1:00 PM,4,W,58,100,Y,Y,Y,Cordelia ,Walk-in,
,11/4/2017,9:00 PM,12,W,55,100,Y,Y,Y,Katie,,
,11/4/2017,7:00 PM,8,W,54,100,Y,Y,N,Katie/Hanna,,
,11/4/2017,5:00 PM,7,F,,45,Y,Y,N,Katie/Hanna,Tried our best to be helpFul and get them through as much oF the room as possible but they really Weren't getting it :(,
,11/4/2017,3:00 PM,9,W,59,100,Y,Y,N,Cordelia/Hanna,Set oFF bomb,
,11/4/2017,1:00 PM,7,F,,70,Y,Y,Y,Cordelia/Hanna,Birthday and bachelor,
,11/3/2017,3:00 PM,5,F,,80,Y,Y,Y,Emily ,,
,11/2/2017,5:00 PM,8,W,58,100,Y,Y,Y,Cordelia/Emily,,
,11/2/2017,1:00 PM,10,W,56,100,Y,Y,Y,Cordelia ,,
,11/1/2017,7:00 PM,7,W,52,100,Y,Y,Y,Emily,"YMCA group, they Were really great and put all the clothes back in the crates.",
,10/31/2017,9:00 PM,11,W,39,100,Y,Y,N,Hanna,,
,10/29/2017,9:00 PM,5,F,,90,Y,Y,Y,Emily,"Had a really good time, said they'll be back",
,10/29/2017,5:00 PM,5,W,59,,Y,Y,Y,Emily,,
,10/28/2017,9:00 PM,10,F,,,Y,Y,Y,Katie,BrieFcase malFunctioning - note taped on brieFcase,
,10/28/2017,7:00 PM,4,F,,70,Y,Y,Y,Cordelia/Katie,BrieFcase malFunctioning - note taped on brieFcase,
,10/28/2017,5:00 PM,4,F,,85,Y,Y,Y,Cordelia/Katie,BrieFcase malFunctioning,
,10/28/2017,3:00 PM,7,F,,60,Y,Y,,Cordela/Ben,,
,10/27/2017,9:00 PM,8,W,52,,Y,Y,Y,Emily,,
,10/26/2017,5:00 PM,10,W,60,100,Y,Y,N,Cordelia/Hanna,All From Amazon,
,10/26/2017,3:00 PM,7,F,,99,Y,Y,N,Cordelia ,,
,10/26/2017,1:00 PM,8,F,,85,Y,Y,Y,Cordelia,,
,10/25/2017,9:00 PM,2,F,,75,Y,Y,N,Katie,,
,10/24/2017,4:00 PM,12,F,,65,Y,Y,N,Cordelia ,,
,10/21/2017,9:00 PM,5,W,54,100,Y,Y,Y,Katie,,
,10/21/2017,7:00 PM,6,F,,90,Y,Y,Y,Katie/Ben,,
,10/21/2017,5:00 PM,12,F,,95,Y,Y,Y,Katie/Ben,,
,10/21/2017,3:00 PM,11,F,,90,Y,Y,Y,Cordelia/Ben,"Young group, given extra time",
,10/20/2017,7:00 PM,4,F,,70,Y,Y,Y,Katie,,
,10/20/2017,5:00 PM,4,F,,90,Y,Y,Y,Emily/Katie,,
,10/19/2017,6:00 PM,2,W,60,100,Y,Y,Y,Hanna,Walk-in group celebrating their 8 year anniversary! Were so so happy and promised to leave a great revieW! Given 15 oFF With Yilins permission.,
,10/17/2017,5:00 PM,8,F,,60,Y,Y,Y,Cordelia/Katie,,
,10/15/2017,5:00 PM,4,F,,60,Y,Y,Y,Cordelia,,
,10/15/2017,3:00 PM,11,F,,80,Y,Y,,Hanna,,
,10/15/2017,1:00 PM,11,W,58,100,Y,Y,N,Hanna,,
,10/14/2017,9:00 PM,7,F,,90,Y,Y,Y,Emily,,
,10/14/2017,7:00 PM,7,F,,80,Y,Y,Y,Hanna/Emily,,
,10/14/2017,5:00 PM,10,F,,60,Y,Y,N,Hanna/Emily,,
,10/14/2017,3:00 PM,8,F,,60,Y,Y,Y,Katie/Hanna,,
,10/14/2017,1:00 PM,8,F,,95,Y,Y,Y,Katie/Hanna,Started at 12:35,
,10/14/2017,11:00 AM,6,F,,99,Y,Y,Y,Katie,"Arrived late, given Full time",
,10/13/2017,5:00 PM,7,W,55,100,Y,Y,,Katie/Emily,,
,10/13/2017,1:00 PM,11,F,35,100,Y,Y,Y,Katie,"Finished the room With 25 minutes to spare, but they died at the bomb",
,10/10/2017,7:00 PM,6,W,51,100,Y,Y,N,Hanna,Were super pleased Wih the experience! Couldn't stop talking about hoW much Fun they had and Want to return to try biohazard :),
,10/8/2017,7:00 PM,5,W,59,100,Y,Y,Y,Cordelia,,
,10/8/2017,3:00 PM,9,W,51,100,Y,Y,Y,Katie,,
,10/8/2017,11:00 AM,3,F,,100,Y,Y,Y,Katie,Died at the bomb,
,10/7/2017,7:00 PM,4,F,,75,Y,Y,Y,Katie,,
,10/7/2017,5:00 PM,6,F,,90,Y,Y,Y,Katie,,
,10/7/2017,3:00 PM,3,W,60,100,Y,Y,Y,Cordelia/Katie,,
,10/7/2017,1:00 PM,3,F,,95,Y,Y,N,Cordelia,Very nice!,
,10/6/2017,9:00 PM,9,F,,25,N,N,N,Hanna,"Drunk and annoying. Were part oF a large group so didn't Want to kick them out. Dropped several slurs and could be heard saying ""I never Wanna come back here.""",This group has been banned
,10/6/2017,7:00 PM,4,F,,95,Y,Y,N,Hanna,,
,10/5/2017,1:00 PM,8,F,,80,Y,Y,Y,Cordelia,,
,10/3/2017,7:00 PM,7,F,,95,Y,Y,Y,Katie,Completed it When given extra time,
,10/1/2017,5:00 PM,7,F,,95,Y,Y,Y,Hanna/Emily,,
,10/1/2017,2:00 PM,5,F,,80,Y,Y,Y,Hanna,Walk in,
,9/30/2017,9:00 PM,4,F,,10,Y,N,N,Hanna,Group oF 13 year old girls and 1 guy. Gave them multiple hints and even Walked them through a lot oF it but they Were just not getting it. LeFt 30 minutes early to try and sneak into a Frat party. I hated my liFe but they had Fun hanging out in the room.,
,9/30/2017,7:00 PM,8,W,54,100,Y,Y,N,Hanna,,
,9/30/2017,5:00 PM,7,W,53,100,Y,Y,Y,Hanna,,
,9/30/2017,3:00 PM,,,,,,,,,,
,9/30/2017,1:00 PM,4,F,,70,Y,,Y,Cordster,"They had a lot oF Fun, Were glad to take photo in room",
,9/29/2017,7:00 PM,,,,,,,,,,
,9/28/2017,1:00 PM,5,W,60,100,Y,Y,Y,Cordelia ,,
,9/24/2017,3:00 PM,6,W,49,100,Y,Y,Y,Cordelia,,
,9/23/2017,9:00 PM,7,W,54,100,Y,Y,Y,Emily,,
,9/23/2017,7:00 PM,10,F,,75,Y,Y,Y,Emily,,
,9/23/2017,5:00 PM,6,F,,75,Y,Y,Y,Emily/Hannah,,
,9/23/2017,3:00 PM,7,W,43,100,Y,Y,N,Cordelia/Hanna,,
,9/21/2017,5:00 PM,6,W,60,100,Y,Y,N,Cordelia/Hanna,Escaped With 2 seconds leFt on timer!! Had so much Fun and expressed hoW badly they Want to come back.,
,9/17/2017,5:00 PM,4,F,,85,Y,Y,N,Katie,,
,9/16/2017,9:00 PM,11,W,45,100,Y,Y,Y,Emily,Complained about heat,
,9/16/2017,7:00 PM,11,F,,95,Y,Y,Y,Emily/Katie,BleW up at bomb,
,9/16/2017,5:00 PM,4,F,,80,Y,Y,Y,Emily/Katie,,
,9/16/2017,3:00 PM,10,F,,80,Y,Y,Y,Cordelia/Katie,,
,9/16/2017,1:00 PM,7,F,,80,Y,Y,Y,Cordelia/Katie,,
,9/16/2017,11:00 AM,4,F,,70,Y,Y,N,Cordelia,,
,9/13/2017,5:00 PM,4,F,,,Y,Y,,Katie,,
,9/13/2017,1:00 PM,5,F,,70,Y,Y,Y,Katie,They said they Want to come back!,
,9/10/2017,3:00 PM,3,F,,75,Y,Y,Y,Katie,,
,9/10/2017,11:00 AM,5,W,55,100,Y,Y,Y,Katie,,
,9/9/2017,9:00 PM,4,F,,80,Y,Y,Y,Katie,,
,9/9/2017,7:00 PM,10,F,,70,Y,Y,Y,Katie,,
,9/9/2017,5:00 PM,4,F,,50,Y,Y,Y,Katie,,
,9/9/2017,3:00 PM,6,F,,75,Y,Y,Y,Emily,,
,9/7/2017,3:00 PM,6,W,60,100,Y,Y,Y,Cordelia ,Gave extra time beucase room is dark and black box Wasnt opening,
,9/6/2017,3:00 PM,7,F,,70,Y,Y,Y,Katie,,
,9/5/2017,9:00 PM,4,F,,75,Y,Y,N,Emily,,
,9/3/2017,9:00 PM,7,F,,70,Y,Y,Y,Katie,,
,9/3/2017,7:00 PM,3,F,,50,Y,Y,Y,Katie,Paid For 4 brought 3,
,9/3/2017,5:00 PM,5,F,,65,Y,Y,Y,Katie,Paid For 7 brought 5 - given tWo vouchers,
,9/2/2017,5:00 PM,9,F,,85,N,N,N,Katie/Hanna,Had a terrible experience due to the heat in the room. 3 adults almost passed out. Said they Were going to report us to the health department and get us shut doWn until it's Fixed.,
,9/1/2017,9:00 PM,6,F,,60,Y,Y,N,Cordelia,,
,9/1/2017,5:00 PM,5,W,50,100,Y,Y,Y,Cordelia,,
,8/31/2017,9:00 PM,4,F,,70,Y,,,Cordelia,,
,8/31/2017,7:00 PM,6,F,,60,Y,Y,Y,Cordelia ,,
,8/31/2017,5:00 PM,4,F,,65,Y,Y,Y,Emily/Cordelia,,
,8/30/2017,9:00 PM,6,F,,,,,,Emily,,
,8/29/2017,9:00 PM,4,F,,75,Y,Y,Y,Emily,Complained about it being too Warm ,
,8/29/2017,5:00 PM,4,F,,80,Y,Y,Y,Cordelia/Emily,"Were very hot, said they Were going to mention it in online revieW",
,8/29/2017,1:00 PM,5,F,,75,Y,Y,Y,Cordelia,,
,8/27/2017,11:00 AM,7,W,54,100,Y,Y,Y,Emily,"Started late. The circuit box hasnt been popping open When the clock puzzle is completed, so Ive been asking them to check When i hear the unlock noise",
,8/26/2016,9:00 PM,10,F,,85,Y,Y,Y,Katie,Very hot,
,8/25/2017,12:00 PM,9,W,45,100,Y,Y,Y,Cordelia ,Still hot,
,8/24/2017,9:00 PM,4,F,,99,Y,Y,N,Hanna,,
,8/24/2017,3:00 PM,11,F,48,99,Y,Y,N,Emily,BleW up at bomb.  Reset so they could Finish ,
,8/23/2017,5:00 PM,10,,,,,,,Katie,,
,823/2017,3:00 PM,4,F,,,Y,Y,Y,Katie,,
,8/32/2017,1:00 PM,11,F,,80,Y,Y,Y,Katie,Complained about the heat - AC guy came in and Wasn't able to Fix anything,
,8/22/2017,5:00 PM,8,F,,75,Y,Y,Y,Cordelia/Emily,,
,8/20/2017,9:00 PM,5,F,,80,Y,Y,Y,Katie,Booked For Bio in tWo Weeks!,
,8/20/2017,7:00 PM,6,F,,100,Y,Y,Y,Katie,,
,8/20/2017,5:00 PM,4,W,49,100,Y,Y,Y,Katie,,
,8/19/2017,9:00 PM,7,F,,99,Y,Y,Y,Emily,a lot oF groups think they need the brain map document ,
,8/19/2017,7:00 PM,10,F,,90,Y,Y,Y,Cordelia/Emily,Really Fanning themselves since its so Warm in there,
,8/19/2017,5:00 PM,6,F,,65,Y,Y,Y,Cordelia/Emily,,
,8/19/2018,3:00 PM,4,F,,75,Y,Y,Y,Hanna/Cordelia,Really liked the room! ,
,8/18/2017,9:00 PM,4,F,,80,Y,Y,Y,Cordelia ,"BleW up at bomb, also room really hot, AC still not Fixed",
,8/17/2017,9:00 PM,5,F,,95,Y,Y,Y,Emily,,
,8/15/2017,9:00 PM,6,F,,,Y,Y,Y,Katie,Stared late,
,8/13/2017,7:00 PM,5,W,60,100,Y,Y,N,Cordelia ,Gave them 1 extra minute to Finish becuase they Were so close,
,8/13/2017,5:00 PM,11,F,,95,Y,Y,Y,Cordelia ,,
,8/12/2017,9:00 PM,7,,,,,,,Emily,,
,8/12/2017,7:00 PM,5,,,,,,,Emily,,
,8/12/2017,5:00 PM,4,,,,,,,Emily,,
,8/11/2017,9:00 PM,5,W,50,100,Y,Y,Y,Cordelia ,"OFFered Free screening, didn't Want it",
,8/11/2017,7:00 PM,4,F,,75,Y,Y,Y,Cordelia ,Store credit people,
,8/11/2017,5:00 PM,8,W,55,100,Y,Y,Y,Emily/Cordelia,"Room so hot they kept saFe door open, AC not Fixed",
,8/11/2017,3:00 PM,6,W,31,,Y,Y,Y,Emily,Google group,
,8/10/2017,1:00 PM,6,F,,85,Y,Y,N,Emily,,
,8/9/2017,9:00 PM,7,F,,60,Y,Y,Y,Katie,,
,8/9/2017,5:00 PM,5,W,55,100,Y,Y,Y,Cordelia/Katie,,
,8/9/2017,3:00 PM,4,F,,65,Y,Y,Y,Cordelia,"Didn't get the door With the chain open, reFused most hints",
,8/9/2017,1:00 PM,4,F,,70,Y,Y,Y,Cordelia,,
,8/8/2017,7:00 PM,4,,,,,,,,,
,8/8/2017,5:00 PM,4,F,,95,Y,Y,N,Cordelia/Hanna,,
,8/8/2017,3:00 PM,8,W,37,100,Y,Y,Y,Cordelia,They did not use any hints! AC not Working,
,8/6/2017,1:00 PM,9,F,,99,Y,Y,Y,Katie,"Arrived late, given Full time (because Why not) ",
,8/6/2017,11:00 AM,10,F,,95,Y,Y,Y,Katie,"Booked For Bio-hazard, sWitched to Bourne",
,8/5/2017,9:00 PM,4,F,,70,Y,Y,Y,Katie,AC not Working,
,8/5/2017,7:00 PM,6,F,,100,Y,Y,Y,Katie,"BleW up on bomb, AC not Working",
,8/5/2017,5:00 PM,11,W,35,100,Y,Y,Y,Katie,Group oF 21 people (in both rooms),
,8/5/2017,3:00 PM,4,F,,90,Y,Y,Y,Cordelia ,AC not Working,
,8/5/2017,1:00 PM,8,W,55,100,Y,Y,Y,Cordelia ,"AC not Working, bleW up bomb by accident I reset it For them ",
,8/4/2017,9:00 PM,6,F,,85,Y,Y,Y,Katie,"AC not Working very Well, Fan turned up as high as it can and temperature as cold as it can go - still incredibly hot",
,8/3/2017,7:00 PM,7,W,59,100,Y,Y,Y,Emily,One person recommended a space station theme :D,
,8/2/2017,7:00 PM,6,F,,75,Y,Y,Y,Cordelia ,"Bday, had trouble With algerbraic puzzle, paid cash",
,8/1/2017,7:00 PM,9,F,,95,Y,Y,Y,Emily,,
,8/1/2017,5:00 PM,5,F,,85,Y,Y,Y,Katie/Emily,Late - arrived 3:30 and rescheduled to 5:00,
,8/1/2017,12:00 PM,9,F,,95,Y,Y,Y,Katie/Ben,Corporate group - bleW up at bomb,
,7/30/2017,5:00 PM,5,W,58,100,Y,Y,Y,Katie,,
,7/30/2017,3:00 PM,8,F,,90 ,Y,Y,Y,Emily,,
,7/29/2017,7:00 PM,7,W,57,100,Y,Y,Y,Katie/Cordelia,,
,7/29/2017,5:00 PM,5,F,,80,Y,Y,Y,Katie/Cordelia,,
,7/29/2017,3:00 PM,7,F,,80,Y,?,Y,Katie/Emily,,
,7/28/2017,6:00 PM,11,W,50,100,Y,Y,Y,Emily,,
,7/28/2017,1:00 PM,7,F,,85,Y,Y,Y,Cordelia ,,
,7/27/2017,1:00 PM,7,W,47,100,Y,Y,Y,Cordelia ,,
,7/26/2017,1:00 PM,9,F,50,85,Y,Y,Y,Emily,DeFused bomb incorrectly,
,7/23/2017,3:00 PM,10,F,,85,Y,Y,Y,Katie,,
,7/22/2017,7:00 PM,7,F,,95,Y,Y,Y,Hanna,Loved it so much that tey Want to ply the 9:00 PM Bournes Which means I get to stay until 11 instead oF 8:30! lets hope they tip,
,7/22/2017,1:00 PM,8,F,,90,Y,Y,Y,Katie,Started late,
,7/21/2017,3:00 PM,7,F,,95,Y,Y,Y,Cordelia,,
,7/18/2017,9:00 PM,6,W,59,100,Y,Y,N,Hanna,,
,7/18/2017,3:00 PM,3,F,,70,Y,Y,Y,Emily,,
,7/16/2017,3:00 PM,6,,,,,,,Cordelia/Ben,,
,7/16/2017,11:00 AM,7,W,47,100,Y,Y,Y,Cordelia,,
,7/15/2017,7:00 PM,8,W,50,100,Y,Y,Y,Emily,,
,7/14/2017,9:00 PM,6,,,,,,,Cordelia,,
,7/14/2017,7:00 PM,5,F,,70,y,y,y,Cordelia,,
,7/13/2017,3:00 PM,5,W,59:59:00,100,Y,Y,,Cordelia,,
,7/12/2017,9:00 PM,3,F,,85,Y,Y,Y,Cordelia,,
,7/12/2017,1:00 PM,5,F,,,Y,Y,Y,Emily,Opened door right at beginning oF game,
,7/9/2017,5:00 PM,4,F,,50,Y,Y,Y,Emily/Hanna,,
,7/8/2017,5:00 PM,4,W,57,100,Y,Y,Y,Emily/Hanna,Got key out oF maze at very bottom middle,
,7/8/2017,11:00 AM,5,W,58,100,Y,Y,Y,Cordelia ,,
,7/7/2017,9:00 PM,9,W,59:50:00,100,Y,Y,Y,Cordelia,,
,7/2/2017,3:00 PM,5,F,,95,Y,Y,N,Katie,,
,7/2/2017,1:00 PM,9,F,,75,Y,Y,Y,Katie,Completed 90 When given 5 extra minutes,
,7/1/2017,9:00 PM,3,F,,75,Y,Y,Y,Katie,,
,7/1/2017,7:00 PM,5,F,,90,Y,Y,Y,Katie,,
,7/1/2017,11:00 AM,4,F,,80,Y,Y,Y,Cordelia ,,
,6/30/2017,5:00 PM,5,W,49,100,Y,Y,Y,Ben/Katie,,
,6/29/2017,3:00 PM,4,W,48,100,Y,Y,Y,Cordelia,,
,6/28/2017,9:00 PM,4,,,,,,,Emily,,
,6/28/2017,7:00 PM,9,,,,,,,Emily,,
,6/24/2017,9:00 PM,4,F,58,85,Y,Y,,Emily/Cordelia,Bomb bleW up,
,6/24/2017,7:00 PM,6,W,41,100,Y!!,Y,Y,Emily/Cordelia,,
,6/24/2017,5:00 PM,4,F,,70,Y,Y,Y,Cordelia/Hanna/Emily,,
,6/24.2017,3:00 PM,4,F,,85,Y,Y,Y,Hanna/Cordelia,,
,6/24/2017,1:00 PM,5,W,59,100,Y,Y,N,Hanna,It Was Five 11 year olds. Just thought I Would share hoW cool it as to Watch Five 11 year olds escape our hardest room. So impressed. ,
,6/23/2017,9:00 PM,5,F,,100,Y,Y,Y,Hanna,,
,6/23/2017,1:00 PM,5,F,,75,Y,Y,Y,Katie,Pushed bookcase open - got key Without the rotary phone,
,6/22/2017,3:00 PM,12,F,46,85,Y,Y,Y,Emily,"Got excited and deFused bomb incorrectly, I reset bomb and they Finished ",
,6/21/2017,7:00 PM,6,W,53,100,Y,Y,Y,Emily,,
,6/21/2017,3:00 PM,5,,,75,Y,Y,Y,Cordelia ,,
,6/20/2017,1:00 PM,6,F,,50,Y,Y,,Katie/Cordelia,,
,6/18/2017,7:00 PM,9,W,58,100,Y,Y,Y,Emily/Cordelia,,
,6/18/2017,5:00 PM,5,F,,75,Y,Y,Y,Emily/Cordelia,,
,6/17/2017,9:00 PM,5,W,52,100,Y,Y,Y,Hannah/Emily,,
,6/17/2017,7:00 PM,9,W,59,100,Y,Y,Y,Hanna/Emily,,
,6/17/2017,5:00 PM,10,F,,80,Y,Y,Y,Hanna/Emily,,
,6/17/2017,3:00 PM,8,W,45,100,Y,Y,,Ben/Cordelia,,
,6/17/2017,1:00 PM,5,W,45,100,Y,Y,Y,Ben,,
,6/16/2017,9:00 PM,10,F,,100,Y,Y,Y,Katie,"Died at bomb, one guest Was rough With the room several times (even When asked not to) and damaged periscope, also took timer oFF the Wall.",
,6/16/2017,7:00 PM,7,F,,90,Y,Y,Y,Katie/Cordelia,,
,6/13/2017,9:00 PM,3,F,,50,Y,Y,N,Hanna,,
,6/13/2017,7:00 PM,5,F,,55,Y,Y,N,Hanna,,
,6/11/2017,9:00 PM,4,F,,45,Y,Y,N,Hanna,,
,6/11/2017,5:00 PM,4,F,,55,Y,Y,N,Hanna,,
,6/11/2017,3:00 PM,8,F,,80,Y,Y,N,Katie,,
,6/10/2017,9:00 PM,12,F,,99,Y,Y,Y,Hanna,,
,6/10/2017,7:00 PM,12,W,55,100,Y,Y,Y,Hanna,,
,6/10/2017,5:00 PM,11,F,,55,Y,Y,N,Katie/Hanna,,
,6/9/2017,9:00 PM,9,W,54,100,Y,Y,Y,Katie,"Started late - Fixing handle on circut box, paid For one extra at door",
,6/9/2017,7:00 PM,10,F,,100,Y,Y,N,Katie,Died at bomb,
,6/6/2017,7:00 PM,12,F,,70,Y,Y,N,Katie,Computer malFunictioning: keyboard not Working properly,
,6/6/2017,4:30 PM,2,F,,50,Y,Y,Y,Jack/Katie,"Walk-in group, paid at door",
,6/4/2017,3:00 PM,5,W,52,100,Y,Y,Y,Katie,"Computer still oFF, button not accessible through holes on side oF panel",
,6/4/2017,1:00 PM,9,F,,100,Y,Y,Y,Katie,"Computer shut oFF during game, When I Went to reset it, the poWer button Was not accessible through the holes on the side oF the panel. Died at bomb, they used the colors From the bookshelF instead oF the evacuation route.",
,6/3/2017,9:00 PM,6,F,,90,Y,Y,Y,Jack,,
,5/31/2017,1:00 PM,11,F,,85,Y,Y,N,Katie,,
,5/28/2017,3:00 PM,4,F,,10,?,N,N,Jack,"IF a team is really stuck, maybe help them a bit more. The goal is each team can reach to at least 50. 10 is too less","IF a team is really stuck, maybe help them a bit more. The gole is each team can reach to at least 50. 10 is too less"
,5/27/2017,3:00 PM,4,F,,50,Y,Y,Y,Ben,,
,5/26/2017,9:00 PM,5,W,59,100,Y,Y,Y,Katie,,
,5/56/2017,5:00 PM,11,F,,60,Y,Y,Y,Katie,,
,5/24/2017,9:00 PM,4,F,,50,Y,M,Y,Jack,Think the Flashing light in main room is out,
,5/24/2017,7:00 PM,7,F,,80,Y,Y,N,Jack,,
,5/23/2017,7:00 PM,6,W,53,100,Y,Y,N,Jack,,
,5/21/2017,3:00 PM,4,F,,50,Y,Y,Y,Katie,,
,5/20/2017,7:00 PM,4,F,,40,Y,Y,Y,Jack,,
,5/20/2017,5:00 PM,9,W,45,100,Y,Y,Y,Jack,Computer turned oFF tWice during game,
,5/19/2017,7:00 PM,4,F,,60,Y,Y,Y,Katie,,
,5/14/2017,5:00 PM,4,F,,,,Y,,Katie/Jack,Paid at door,
,5/14/2017,3:00 PM,6,F,,50,Y,Y,Y,Hanna,,
,5/14/2017,1:00 PM,3,F,,75,Y,Y,Y,Hanna,,
,5/14/2017,11:00 AM,4,F,,85,Y,Y,N,Hanna,"Radio very hard to hear, light in strategy room Flickering badly, light in corner box that has the Word ""PRAY"" in it is out as Well",is the light Fixed?
,5/13/2017,9:00 PM,9,F,,90,Y,Y,Y,Jack,Computer screen turned black again- really need to Fix that,Can someone check the sleep duration For the computer? Should change it to never sleep
,5/13/2017,7:00 PM,3,F,,50,Y,,N,Jack,,
,5/13/2017,5:00 PM,7,F,,50,Y,Y,Y,Katie/Jack,,
,5/13/2017,3:00 PM,6,F,,80,Y,,Y,Hanna,,
,5/13/2017,11:00 AM,5,F,,25,Y,,N,Hanna,,
,5/11/2017,7:00 PM,14,W,59,100,Y,,Y,Jack,"Radio Wasnt Working? - message all staticy, hard to hear",
,5/9/2017,7:00 AM,9,F,,70,Y,,N,Ben,,
,5/7/2017,5:00 PM,5,F,,85,Y,,Y,Katie/Hanna,,
,5/7/2017,3:00 PM,7,F,,45,Y,,N,Katie,"Arrived late, given 50 minutes",
,5/7/2017,11:00 AM,2,F,,100,Y,,Y,Katie,Died at bomb,
,5/6/2017,9:00 PM,4,F,,45,Y,,Y,Hanna,,
,5/6/2017,7:00 PM,4,F,,40,Y,,Y,Hanna,,
,5/6/2017,5:00 PM,9,F,,99,Y,,N,Katie/Hanna,,
,5/6/2017,3:00 PM,12,W,59,100,Y/N,,Y,Katie,Were very upset that our Website says Wheelchair accessible and our location actually isn't. They had to leave the guy Who organised it in the car. They had so much Fun though and Were really happy about the game,Thanks FFor the notes. We have updated that our Redmond ocation is Wheelchair accessible. Not Seattle
,5/6/2017,1:00 PM,5,F,,70,Y,,Y,Katie,,
,5/5/2017,7:00 PM,9,F,,80,Y,,Y,Ryan,,
,5/3/2017,3:00 PM,6,F,,90,Y,,Y,Jack,One magnetic tangram piece missing,
,5/2/2017,1:00 PM,7,F,,50,Y,,Y,Jack,,
,4/30/2017,7:00 PM,6,W,58,100,Y,,Y,Hanna,,
,4/29/2017,9:00 PM,6,F,,85,Y,,Y,Hanna,,
